Season,Season Type,Week,Player Name,Position,Team Abbreviation,Avg Cushion,Avg Separation,Avg Intended Air Yards,Share of Intended Air Yards (%),Receptions,Targets,Catch Percentage,Yards,Receiving Touchdowns,Avg Yards After Catch,Avg Expected YAC,YAC Above Expectation,Player GSIS ID
2025,REG,0,Ricky Pearsall,WR,SF,6.718627450980391,2.3382271929190335,13.946603773584902,18.118865760032943,36,53,67.9245283018868,528.0,0,2.1919444444444443,2.9294835500662066,-0.7375391056217624,00-0039916
2025,REG,0,Wan'Dale Robinson,WR,NYG,6.710916666666668,3.3658557188346614,8.654928571428572,27.615607265765668,92,140,65.71428571428571,1014.0,4,4.577500000000001,4.23268274753739,0.34481725246261075,00-0038117
2025,REG,0,Terry McLaurin,WR,WAS,6.691833333333335,2.3780530890909906,14.059333333333333,22.392227649182416,38,60,63.33333333333333,582.0,3,2.7744736842105264,2.6908732851494332,0.08360039906109318,00-0035659
2025,REG,0,Khalil Shakir,WR,BUF,6.691599999999999,3.8039981933559166,3.536526315789474,9.795957640362953,72,95,75.78947368421053,686.0,4,7.375694444444444,5.491952738039616,1.8837417064048285,00-0037261
2025,REG,0,Troy Franklin,WR,DEN,6.690531914893617,3.008025890829162,12.681346153846153,30.122031157571616,65,104,62.5,709.0,6,4.330923076923078,4.033374873771906,0.29754820315117225,00-0039868
2025,REG,0,DeMario Douglas,WR,NE,6.59951219512195,3.936569641062554,9.94065217391304,10.384593548094063,31,46,67.3913043478261,447.0,3,7.039354838709676,6.198655219182784,0.8406996195268919,00-0038621
2025,REG,0,Chris Godwin,WR,TB,6.597083333333333,2.817862940990965,7.82,9.140664750615384,33,51,64.70588235294117,360.0,2,6.502121212121213,4.30395807014725,2.1981631419739625,00-0033921
2025,REG,0,Darnell Mooney,WR,ATL,6.569305555555555,3.018190615882234,14.167777777777777,24.951812533633387,32,72,44.44444444444444,443.0,1,2.4853125,2.7105554101691314,-0.22524291016913134,00-0036309
2025,REG,0,Kendrick Bourne,WR,SF,6.504705882352941,2.8762101841502,10.627924528301886,13.807371383188386,37,53,69.81132075471697,551.0,0,4.777027027027028,3.0935046486991986,1.6835223783278295,00-0033307
2025,REG,0,Garrett Wilson,WR,NYJ,6.484912280701755,3.057975170073708,9.444745762711865,17.068381958802355,36,59,61.016949152542374,395.0,4,2.8594444444444442,2.8862005748812454,-0.02675613043680114,00-0037740
2025,REG,0,Brenton Strange,TE,JAX,6.4606,3.905474016281744,6.5755,8.087050634001153,46,60,76.66666666666667,540.0,3,5.725652173913045,5.95435191583505,-0.22869974192200537,00-0038935
2025,REG,0,Zay Flowers,WR,BAL,6.454454545454545,3.5796775573418937,9.9228813559322,34.738313015667686,86,118,72.88135593220339,1211.0,5,5.582674418604651,5.386771908808303,0.1959025097963485,00-0039064
2025,REG,0,Rome Odunze,WR,CHI,6.439529411764706,2.981580310076512,14.078333333333333,28.293291829210837,44,90,48.888888888888886,661.0,6,5.00090909090909,4.0259801419290735,0.9749289489800166,00-0039919
2025,REG,0,Malik Washington,WR,MIA,6.425272727272727,3.6508982788645623,5.191076923076922,10.637419175853797,46,65,70.76923076923077,317.0,3,5.751739130434783,4.855719981711576,0.896019148723207,00-0039880
2025,REG,0,Parker Washington,WR,JAX,6.424565217391305,2.3909522431815406,12.607368421052632,24.55037777695786,58,95,61.05263157894737,847.0,5,4.932241379310344,3.202053836615306,1.7301875426950382,00-0038606
2025,REG,0,Jakobi Meyers,WR,JAX,6.408333333333333,2.73208851411209,9.42172727272727,31.79003162469978,75,110,68.18181818181817,835.0,3,3.830933333333334,3.4959063865324698,0.3350269468008644,00-0034960
2025,REG,0,Christian Watson,WR,GB,6.3792727272727285,2.0044605380606146,17.632545454545458,24.121009222687615,35,55,63.63636363636363,611.0,6,3.585714285714285,2.8407447179881484,0.7449695677261365,00-0038124
2025,REG,0,Rashid Shaheed,WR,SEA,6.370222222222223,2.7616994228702114,11.543369565217391,28.133750486782045,59,92,64.13043478260869,687.0,2,3.1733898305084756,3.4254921517137396,-0.252102321205264,00-0037545
2025,REG,0,Sam LaPorta,TE,DET,6.365806451612904,3.374794246309894,5.70265306122449,7.4790494008570265,40,49,81.63265306122449,489.0,3,7.032749999999998,6.078487720130232,0.9542622798697664,00-0039065
2025,REG,0,DeVonta Smith,WR,PHI,6.363398058252427,2.821832849657287,12.01513274336283,32.372829627227595,77,113,68.14159292035397,1008.0,4,3.8138961038961035,3.931662799899279,-0.11776669600317557,00-0036912
2025,REG,0,Marquise Brown,WR,KC,6.352714285714287,3.20973191857489,11.161486486486487,20.049958004204434,49,74,66.21621621621621,587.0,5,4.33204081632653,4.929119774180571,-0.5970789578540412,00-0035662
2025,REG,0,Olamide Zaccheaus,WR,CHI,6.349344262295081,3.463132481821428,6.990000000000002,10.145658926326465,39,65,60.0,313.0,2,3.959487179487179,4.568729195114362,-0.6092420156271832,00-0035208
2025,REG,0,Pat Bryant,WR,DEN,6.329583333333333,2.40509746682027,8.71204081632653,9.749930910677211,31,49,63.26530612244898,378.0,1,4.810645161290323,3.976836461631594,0.8338086996587295,00-0040134
2025,REG,0,Rashee Rice,WR,KC,6.310588235294118,3.5954414569478743,4.4164102564102565,8.362261073053265,53,78,67.94871794871796,571.0,5,8.16679245283019,7.55017194123299,0.6166205115972003,00-0039067
2025,REG,0,Ryan Flournoy,WR,DAL,6.304716981132075,3.040814833749964,8.791785714285714,9.71617573343964,40,56,71.42857142857143,475.0,4,5.02675,4.37439124750571,0.6523587524942895,00-0039410
2025,REG,0,Jaxon Smith-Njigba,WR,SEA,6.295649350649352,3.0175682331263927,11.263742331288341,48.63820239006672,119,163,73.00613496932516,1793.0,10,4.8147899159663865,4.020349704162295,0.7944402118040914,00-0038543
2025,REG,0,Xavier Worthy,WR,KC,6.294428571428572,3.45903024945309,12.358219178082193,21.89971501119079,42,73,57.534246575342465,532.0,1,5.117380952380953,5.579427383416141,-0.46204643103518883,00-0039894
2025,REG,0,Deebo Samuel,WR,WAS,6.291604938271605,3.5421433779842006,5.321818181818182,13.985453387131027,72,99,72.72727272727273,727.0,5,6.42375,5.335037472445612,1.0887125275543879,00-0035719
2025,REG,0,Alec Pierce,WR,IND,6.278333333333333,2.0751778712475626,19.052619047619046,37.32897320949586,47,84,55.952380952380956,1003.0,6,4.280425531914894,3.0026972315845697,1.277728300330324,00-0037664
2025,REG,0,Tyler Lockett,WR,LV,6.275094339622641,2.782609804936533,7.525818181818182,10.665732161078532,32,55,58.18181818181818,291.0,1,2.7437499999999995,3.7804426846943335,-1.036692684694334,00-0032211
2025,REG,0,Emeka Egbuka,WR,TB,6.22984,2.5826638176115875,12.19795275590551,35.50516371237228,63,127,49.60629921259843,938.0,6,5.409365079365079,4.7292270579582,0.6801380214068793,00-0040129
2025,REG,0,T.J. Hockenson,TE,MIN,6.199333333333334,3.754530227180539,4.787575757575757,8.307087235194833,51,66,77.27272727272727,438.0,3,4.843529411764705,4.991863068728638,-0.14833365696393308,00-0035229
2025,REG,0,Mack Hollins,WR,NE,6.187230769230769,2.6658014816271027,12.996769230769232,19.185165839644817,46,65,70.76923076923077,550.0,2,2.2780434782608694,2.541906688566809,-0.2638632103059395,00-0033555
2025,REG,0,Jaylen Waddle,WR,MIA,6.1867346938775505,2.7343342022996935,12.2635,38.66160573264272,64,100,64.0,910.0,6,4.1221875,3.9764421349623675,0.14574536503763236,00-0036613
2025,REG,0,Keenan Allen,WR,LAC,6.175677966101697,2.5631738400655677,8.481967213114753,23.367619993902913,81,122,66.39344262295081,777.0,4,3.0514814814814812,2.7374944046974914,0.31398707678398985,00-0030279
2025,REG,0,Brock Bowers,TE,LV,6.146666666666666,3.0546378755299486,7.012790697674418,18.499375787933538,64,86,74.4186046511628,680.0,7,4.90671875,3.957936061774054,0.9487826882259456,00-0039338
2025,REG,0,Cooper Kupp,WR,SEA,6.144923076923077,3.022840901078543,8.280571428571427,15.355556203126527,47,70,67.14285714285714,593.0,2,6.18468085106383,4.110675730722097,2.0740051203417336,00-0033908
2025,REG,0,CeeDee Lamb,WR,DAL,6.139826086956521,2.778540830165139,12.271965811965812,28.33545810128631,75,117,64.1025641025641,1077.0,3,4.461333333333334,3.9640395908413706,0.49729374249196345,00-0036358
2025,REG,0,Mason Taylor,TE,NYJ,6.108750000000001,3.2476017894183298,5.938461538461539,11.82326364959032,44,65,67.6923076923077,369.0,1,3.23090909090909,3.724925111698894,-0.4940160207898039,00-0040736
2025,REG,0,Amon-Ra St. Brown,WR,DET,6.096335403726708,2.9500046050969084,8.346686046511627,38.425178725807434,117,172,68.02325581395348,1401.0,11,5.161538461538463,4.817071116951077,0.34446734458738604,00-0036963
2025,REG,0,Van Jefferson,WR,TEN,6.0706,2.633552020665373,12.024038461538463,16.111202729306033,29,52,55.769230769230774,350.0,1,3.0910344827586207,2.5273597913119095,0.5636746914467112,00-0036415
2025,REG,0,Jameson Williams,WR,DET,6.055306122448981,3.18467772579633,12.379215686274508,33.79610670820652,65,102,63.725490196078425,1109.0,7,6.811846153846155,4.970863491244859,1.8409826626012968,00-0037240
2025,REG,0,JuJu Smith-Schuster,WR,KC,6.032682926829269,3.457517239604082,5.08,5.5492710209590586,33,45,73.33333333333333,345.0,1,6.098181818181819,6.064027137494542,0.03415468068727634,00-0033857
2025,REG,0,Zach Ertz,TE,WAS,6.03015873015873,2.7254488848316276,8.662083333333333,16.5552665109365,50,72,69.44444444444444,504.0,4,2.9292000000000007,3.684778399476365,-0.7555783994763643,00-0030061
2025,REG,0,Sterling Shepard,WR,TB,6.029423076923076,3.205955018260776,8.698867924528301,10.566701962348219,39,53,73.58490566037736,371.0,1,3.86948717948718,3.6460064664789478,0.22348071300823236,00-0032385
2025,REG,0,Puka Nacua,WR,LAR,6.020314465408805,2.87987607102695,8.893614457831326,27.924651069536417,129,166,77.71084337349397,1715.0,10,5.627054263565891,4.285594428109051,1.34145983545684,00-0039075
2025,REG,0,Hunter Henry,TE,NE,6.016249999999999,3.01504326959347,7.975747126436784,15.758229529789828,60,87,68.96551724137932,768.0,7,6.139833333333333,5.815268792249168,0.32456454108416466,00-0033090
2025,REG,0,Juwan Johnson,TE,NO,5.996666666666666,3.64880989742619,7.310098039215686,16.12852986664648,77,102,75.49019607843137,889.0,3,4.90948051948052,4.820702894304669,0.08877762517585097,00-0036040
